url,label
https://www.nypost.com,nypost
https://www.abcnews.go.com,abc
https://www.theguardian.com,theguardian
https://www.bbc.co.uk,bbc
https://www.foxnews.com,foxnews
https://www.msn.com,msn
https://www.cnn.com,cnn
https://www.news.google.com,google
https://www.dailymail.co.uk,dailymail
https://www.nytimes.com,nytimes
