,ip.src,ip.dst,ip.proto,highest_layer,length,number,sniff_time,sniff_timestamp,tcp.srcport,tcp.dstport,tcp.flags,tcp.seq,tcp.ack,tls,dns.id,dns.flags.response,dns.qry.name,dns.resp.name,dns.qry.type,dns.qry.class,dns.count.queries,dns.count.answers,dns.count.authority
85,192.0.66.32,192.168.1.12,6,TLS,1506,190,2023-03-30 05:44:47.918347,1680147887.918347026,443,39528,0x0010,1,518,"Layer TLS:
	TLSv1.2 Record Layer: Handshake Protocol: Server Hello
	Content Type: Handshake (22)
	Version: TLS 1.2 (0x0303)
	Length: 122
	Handshake Protocol: Server Hello
	Handshake Type: Server Hello (2)
	Length: 118
	Version: TLS 1.2 (0x0303)
	Random: 2c49d3f9dad12eefe24fb7bf59cbd48a9cf78ebf6e212599bc4333a14bc08695
	Session ID Length: 32
	Session ID: cd8efe4e1038c5ed81ff1315d81748b37f05147b38b70223567980130a557a15
	Cipher Suite: TLS_AES_256_GCM_SHA384 (0x1302)
	Compression Method: null (0)
	Extensions Length: 46
	Extension: supported_versions (len=2)
	Type: supported_versions (43)
	Length: 2
	Supported Version: TLS 1.3 (0x0304)
	Group: x25519 (29)
	Key Exchange Length: 32
	Key Exchange: 5cae73628a4e3bab8efb2f669c1a2e35071aa30010aed8fae664b92743151423
	JA3S Fullstring: 771,4866,43-51
	JA3S: 15af977ce25de452b96affa2addb1036
	Change Cipher Spec Message
	Opaque Type: Application Data (23)
	Encrypted Application Data: 9024b4b7eb0574adda485f89c8ea233e93c2e24a9e42cbc198822eddd87fb043d3238eae…
	Application Data Protocol: http-over-tls
	TLSv1.3 Record Layer: Change Cipher Spec Protocol: Change Cipher Spec
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Content Type: Change Cipher Spec (20)
	Version: TLS 1.2 (0x0303)
	Version: TLS 1.2 (0x0303)
	Length: 1
	Length: 42
	Extension: key_share (len=36)
	Key Share extension
	Key Share Entry: Group: x25519, Key Exchange length: 32
	Type: key_share (51)
	Length: 36
",,,,,,,,,
86,192.0.66.32,192.168.1.12,6,TLS,2698,192,2023-03-30 05:44:47.918384,1680147887.918384114,443,39528,0x0018,1453,518,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 3850
	Encrypted Application Data: 8123b6703c295186b72700863e0a044edca4e780150437a6a7cda6f5000438b9722ca2fc…
	Application Data Protocol: http-over-tls
",,,,,,,,,
87,192.0.66.32,192.168.1.12,6,TLS,167,193,2023-03-30 05:44:47.918384,1680147887.918384174,443,39528,0x0018,4097,518,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 95
	Encrypted Application Data: 3c79581eaa2e83cfb0c8aec3d80029537e7ecbb0a8c165168e5fb4b109b9139ffdf1e5b8…
	Application Data Protocol: http-over-tls
",,,,,,,,,
88,192.168.1.12,192.0.66.32,6,TLS,134,196,2023-03-30 05:44:47.921335,1680147887.921334647,39528,443,0x0018,518,4210,"Layer TLS:
	TLSv1.3 Record Layer: Change Cipher Spec Protocol: Change Cipher Spec
	Content Type: Change Cipher Spec (20)
	Version: TLS 1.2 (0x0303)
	Length: 1
	Change Cipher Spec Message
	Opaque Type: Application Data (23)
	Encrypted Application Data: 2022ff25c231b5d750c295e1c0c72101a90625022ef82e3ddc6cdade692b489e81858ba9…
	Application Data Protocol: http-over-tls
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Version: TLS 1.2 (0x0303)
	Length: 69
",,,,,,,,,
89,192.168.1.12,192.0.66.32,6,TLS,217,197,2023-03-30 05:44:47.921662,1680147887.921661942,39528,443,0x0018,598,4210,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 158
	Encrypted Application Data: c4415ffcb4d1ee924183ce7d5a9c81d5f06d8e22f751a77dbe30d9d973aea8d361e05f08…
	Application Data Protocol: http-over-tls
",,,,,,,,,
90,192.0.66.32,192.168.1.12,6,TLS,341,199,2023-03-30 05:44:47.925389,1680147887.925389379,443,39528,0x0018,4210,598,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 282
	Encrypted Application Data: 5e6fdf984b25edd890039124a8154567f1a0d5093a9e95f95c912d6924904636f0eadd67…
	Application Data Protocol: http-over-tls
",,,,,,,,,
91,192.0.66.32,192.168.1.12,6,TLS,341,200,2023-03-30 05:44:47.925568,1680147887.925568167,443,39528,0x0018,4497,598,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 282
	Encrypted Application Data: b57cb0391df1f99cf16de2fb233ec5421e9c7f7ff7532fc7d53f387fa751dd82eddd5103…
	Application Data Protocol: http-over-tls
",,,,,,,,,
92,192.0.66.32,192.168.1.12,6,TLS,1445,203,2023-03-30 05:44:47.926264,1680147887.926263683,443,39528,0x0018,4784,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: d0f6a9186e0f7608a942f67b1316db2913452601e578ea4846cffc56095e249909c31254…
	Application Data Protocol: http-over-tls
",,,,,,,,,
93,192.0.66.32,192.168.1.12,6,TLS,1445,204,2023-03-30 05:44:47.926458,1680147887.926457598,443,39528,0x0018,6175,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: a690ead0512aab7f53586b818de160ffc5a5aa6f3ff2542220582e7d514cfba8fe370ee9…
	Application Data Protocol: http-over-tls
",,,,,,,,,
94,192.0.66.32,192.168.1.12,6,TLS,1506,206,2023-03-30 05:44:47.926582,1680147887.926581840,443,39528,0x0010,7566,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: d9bc1dec89c8723b60536a188a8606f94fd82b5e081b5fb65163ea2656e0871f77e34ebe…
	Application Data Protocol: http-over-tls
",,,,,,,,,
95,192.0.66.32,192.168.1.12,6,TLS,1384,207,2023-03-30 05:44:47.926686,1680147887.926685477,443,39528,0x0018,9018,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 744d38e57fa86ecbe28f9fe3b0354a1defbc6d6b743e9a67cdef1720fb2a002cce22a631…
	Application Data Protocol: http-over-tls
",,,,,,,,,
96,192.0.66.32,192.168.1.12,6,TLS,1506,208,2023-03-30 05:44:47.926799,1680147887.926799054,443,39528,0x0010,10348,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: d5753513c68fb2d2f48232ec28043eba28d7397da567a59e365ffdb4e3f326d192fe327b…
	Application Data Protocol: http-over-tls
",,,,,,,,,
97,192.0.66.32,192.168.1.12,6,TLS,2958,210,2023-03-30 05:44:47.927072,1680147887.927071578,443,39528,0x0010,11800,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 6b914ce05b01b6ce529e8d746e304ca6bb7ea874583ab49b318c8ffc558012d055ee2a4b…
	Application Data Protocol: http-over-tls
",,,,,,,,,
98,192.0.66.32,192.168.1.12,6,TLS,1262,212,2023-03-30 05:44:47.927099,1680147887.927098707,443,39528,0x0018,14704,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 0a2d2876cecee3a50f8d08b5fe1e6fade3666e129fba638c4df0857528c7d3891efc6aa6…
	Application Data Protocol: http-over-tls
",,,,,,,,,
99,192.0.66.32,192.168.1.12,6,TLS,1506,213,2023-03-30 05:44:47.927272,1680147887.927272105,443,39528,0x0010,15912,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: c12c20dd318900375e49936639c53c715724a164bacd8c0dfae7695502a6fcd5018b8568…
	Application Data Protocol: http-over-tls
",,,,,,,,,
100,192.0.66.32,192.168.1.12,6,TLS,1506,215,2023-03-30 05:44:47.927319,1680147887.927318525,443,39528,0x0010,17364,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 9807ba16cf17abd166380f1626cf32e9ef7b4752d52d36f40ce38d1aa99cff79b9194aa7…
	Application Data Protocol: http-over-tls
",,,,,,,,,
101,192.0.66.32,192.168.1.12,6,TLS,1506,216,2023-03-30 05:44:47.927471,1680147887.927470847,443,39528,0x0010,18816,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 6bdd9f679701e28d7034069133c6f078297d2551089fb7664193cdda45c17d329066156d…
	Application Data Protocol: http-over-tls
",,,,,,,,,
102,192.0.66.32,192.168.1.12,6,TLS,1506,218,2023-03-30 05:44:47.927697,1680147887.927697164,443,39528,0x0018,20268,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 07af3403772e6f08d22fcd0f2ef7727fed083cad5cb10c85f84b81757f3e54d4ce31aae5…
	Application Data Protocol: http-over-tls
",,,,,,,,,
103,192.0.66.32,192.168.1.12,6,TLS,1506,219,2023-03-30 05:44:47.929687,1680147887.929686866,443,39528,0x0010,21720,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: af505a9516d5a2c8eabb1ff007d45de9701a5072d54883c11dee453b6d65053c415531bd…
	Application Data Protocol: http-over-tls
",,,,,,,,,
104,192.0.66.32,192.168.1.12,6,TLS,1506,221,2023-03-30 05:44:47.929859,1680147887.929858671,443,39528,0x0010,23172,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 320a2a67bef68380db86a17dfc2bc06c6f73ed7f5b52f26904322e9179dec0635b4a7b6b…
	Application Data Protocol: http-over-tls
",,,,,,,,,
105,192.0.66.32,192.168.1.12,6,TLS,1506,222,2023-03-30 05:44:47.929880,1680147887.929879893,443,39528,0x0010,24624,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 9ceb91c7f1eea55e342781fe3f6c8214daa7465e113519664fdf9ec894ddba876bfa1a06…
	Application Data Protocol: http-over-tls
",,,,,,,,,
106,192.0.66.32,192.168.1.12,6,TLS,1506,224,2023-03-30 05:44:47.929987,1680147887.929986716,443,39528,0x0018,26076,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 7efdf3677f0deb3156b0102778e5095158382b7010ebe7da1514996ac12e030e38a160a0…
	Application Data Protocol: http-over-tls
",,,,,,,,,
107,192.0.66.32,192.168.1.12,6,TLS,1506,225,2023-03-30 05:44:47.930105,1680147887.930104992,443,39528,0x0010,27528,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: e60fb8f1ac92e55399218b71b4306d985f6ae7ffb9d41a1b43702e5463d1f3f85076c6a3…
	Application Data Protocol: http-over-tls
",,,,,,,,,
108,192.0.66.32,192.168.1.12,6,TLS,1506,227,2023-03-30 05:44:47.930229,1680147887.930229352,443,39528,0x0010,28980,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 845488120d48804c05ad19544f088d08ef696a70be5a9c78746a06f80f3b7fe6eec8b4da…
	Application Data Protocol: http-over-tls
",,,,,,,,,
109,192.0.66.32,192.168.1.12,6,TLS,1506,228,2023-03-30 05:44:47.930346,1680147887.930346443,443,39528,0x0010,30432,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: a103d490cb5152528bc81ac42910e875dacad66f4efe12477b4dff22865a56e290b95be7…
	Application Data Protocol: http-over-tls
",,,,,,,,,
110,192.0.66.32,192.168.1.12,6,TLS,1506,230,2023-03-30 05:44:47.930458,1680147887.930458036,443,39528,0x0010,31884,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 191680139d96f8a59e10772e790707f58aaf8714c017f3fbdbff1a90c230b959758e51ec…
	Application Data Protocol: http-over-tls
",,,,,,,,,
111,192.0.66.32,192.168.1.12,6,TLS,1506,231,2023-03-30 05:44:47.930683,1680147887.930683335,443,39528,0x0010,33336,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 8a1bba408b3de3119da398b88b95751810ab4ef32ab023e683df6105b7b03474e669ae35…
	Application Data Protocol: http-over-tls
",,,,,,,,,
112,192.0.66.32,192.168.1.12,6,TLS,1506,233,2023-03-30 05:44:47.930757,1680147887.930756514,443,39528,0x0018,34788,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: d5df525c2e50cc95bdf3df69ef2a8ab1512a9658757876da593b96fdb5f54ed3f7dc40e9…
	Application Data Protocol: http-over-tls
",,,,,,,,,
113,192.0.66.32,192.168.1.12,6,TLS,1506,234,2023-03-30 05:44:47.930902,1680147887.930902028,443,39528,0x0010,36240,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: e9d65b72c9d22a3ab557773d88d0453cb95357c15665dde34ecd7194e0d37644809d2958…
	Application Data Protocol: http-over-tls
",,,,,,,,,
114,192.0.66.32,192.168.1.12,6,TLS,1506,236,2023-03-30 05:44:47.931063,1680147887.931063342,443,39528,0x0010,37692,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 35caf5dc4f42ab313572ddc29b736974f5135725b943c20f25a1ce347adafbe5951bf07b…
	Application Data Protocol: http-over-tls
",,,,,,,,,
115,192.0.66.32,192.168.1.12,6,TLS,1506,237,2023-03-30 05:44:47.931094,1680147887.931094186,443,39528,0x0010,39144,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: f5f73744d50c6a179f9f4dd386290fe24ed80346b6f3e163b6aa154be3cf0ecf268303a1…
	Application Data Protocol: http-over-tls
",,,,,,,,,
116,192.0.66.32,192.168.1.12,6,TLS,1506,238,2023-03-30 05:44:47.931239,1680147887.931238641,443,39528,0x0010,40596,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 38e34a7529050831daea191a46b96bf8f8172b8978882895955cf171484b2ec8c1e2a187…
	Application Data Protocol: http-over-tls
",,,,,,,,,
117,192.0.66.32,192.168.1.12,6,TLS,1506,239,2023-03-30 05:44:47.931365,1680147887.931364875,443,39528,0x0010,42048,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 0decc3b9327115c5742ae1daab338d98176be464bf0ffdf2f7beac657638a2e381efe5a7…
	Application Data Protocol: http-over-tls
",,,,,,,,,
118,192.0.66.32,192.168.1.12,6,TLS,1506,240,2023-03-30 05:44:47.931422,1680147887.931422160,443,39528,0x0018,43500,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: eebd2e759cca789babdfa78fe64c95db89c6c65d5f0eaf0b03fd4026e247a209e08c7a77…
	Application Data Protocol: http-over-tls
",,,,,,,,,
119,192.0.66.32,192.168.1.12,6,TLS,1506,242,2023-03-30 05:44:47.931649,1680147887.931648802,443,39528,0x0010,44952,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: b2b2123e7b46c468fad3a1f4dddb89cdda94fbdec86db4d727f7967c84c148383016c233…
	Application Data Protocol: http-over-tls
",,,,,,,,,
120,192.0.66.32,192.168.1.12,6,TLS,1506,243,2023-03-30 05:44:47.931793,1680147887.931792661,443,39528,0x0010,46404,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 559b88101e25c973585234535f829059836cd5f1e2e8cb0aade4187ad32bf67b6ae3db30…
	Application Data Protocol: http-over-tls
",,,,,,,,,
121,192.0.66.32,192.168.1.12,6,TLS,1506,245,2023-03-30 05:44:47.931952,1680147887.931952217,443,39528,0x0010,47856,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: a38489cc57c03fa094c16932eb7832edef92934bf4a2008f6bcdab7382afc0dd23ce410a…
	Application Data Protocol: http-over-tls
",,,,,,,,,
122,192.0.66.32,192.168.1.12,6,TLS,1506,246,2023-03-30 05:44:47.932127,1680147887.932127067,443,39528,0x0010,49308,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 528d09fd1a61e631944748fa572f963a78e8b4f2e8fb49db35056292a07c04ceaefb67aa…
	Application Data Protocol: http-over-tls
",,,,,,,,,
123,192.0.66.32,192.168.1.12,6,TLS,1506,247,2023-03-30 05:44:47.932245,1680147887.932244473,443,39528,0x0010,50760,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 612e6d41bfac70c3e6996203915b6dc16ca617d72d9df5dc0fdfe340a439a5af0a120bb4…
	Application Data Protocol: http-over-tls
",,,,,,,,,
124,192.0.66.32,192.168.1.12,6,TLS,1506,248,2023-03-30 05:44:47.932362,1680147887.932362035,443,39528,0x0018,52212,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: e2f49705eb9e647d7f84fec97e3b77f082217c793b20540c54588a8dd046910fbf8b61f0…
	Application Data Protocol: http-over-tls
",,,,,,,,,
125,192.0.66.32,192.168.1.12,6,TLS,1506,250,2023-03-30 05:44:47.932552,1680147887.932552449,443,39528,0x0010,53664,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 3a0cad9c0035d2fd34cd0922c7bee38f06fbd76cd594c8680cd5260bb756c3f5a58ea1a6…
	Application Data Protocol: http-over-tls
",,,,,,,,,
126,192.0.66.32,192.168.1.12,6,TLS,1506,251,2023-03-30 05:44:47.932698,1680147887.932697495,443,39528,0x0010,55116,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 06e7f2af981ecc5db71b9c1304a868b3a8af831ffc0973871cc384f3e7d3fedba140487e…
	Application Data Protocol: http-over-tls
",,,,,,,,,
127,192.0.66.32,192.168.1.12,6,TLS,1506,253,2023-03-30 05:44:47.932858,1680147887.932857951,443,39528,0x0010,56568,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: f85462c92aa626408299bcae874fc8177d031856342ab5c928c715e4a330f0405c1a9d81…
	Application Data Protocol: http-over-tls
",,,,,,,,,
128,192.0.66.32,192.168.1.12,6,TLS,1506,254,2023-03-30 05:44:47.932898,1680147887.932897556,443,39528,0x0018,58020,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 13d5c76202ae230b42f0b58cd0d194e04ab8869be34b96da0ed89502046591c7ce9bd11c…
	Application Data Protocol: http-over-tls
",,,,,,,,,
129,192.0.66.32,192.168.1.12,6,TLS,1506,256,2023-03-30 05:44:47.934016,1680147887.934015671,443,39528,0x0010,59472,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: 35df73df6f673e7bad97a276ee09de489c4fc833b578dbd90e136c594a87529faacaa2ca…
	Application Data Protocol: http-over-tls
",,,,,,,,,
130,192.0.66.32,192.168.1.12,6,TLS,1506,257,2023-03-30 05:44:47.934054,1680147887.934053824,443,39528,0x0010,60924,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 1386
	Encrypted Application Data: d23329d2ca032456f84c6ab4d8f03c915d00a4b69f148d15b03605721c242d56138d6a41…
	Application Data Protocol: http-over-tls
",,,,,,,,,
131,192.0.66.32,192.168.1.12,6,TLS,5862,260,2023-03-30 05:44:47.934331,1680147887.934331524,443,39528,0x0010,63828,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 4246
	Encrypted Application Data: a6463f6e0e6aeb85aafdbbccf0ca7166f536c8be603bbe0181253f2603e35ed57a49f3c4…
	Application Data Protocol: http-over-tls
",,,,,,,,,
132,192.0.66.32,192.168.1.12,6,TLS,2958,261,2023-03-30 05:44:47.934358,1680147887.934357980,443,39528,0x0010,69636,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 4246
	Encrypted Application Data: b9a6fa1ee33821358a444d5dc7d9c490b7cf93f06b2a24a4a52808d788baf2c8c81885ce…
	Application Data Protocol: http-over-tls
",,,,,,,,,
133,192.0.66.32,192.168.1.12,6,TLS,1506,264,2023-03-30 05:44:47.934381,1680147887.934381173,443,39528,0x0010,73992,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 4246
	Encrypted Application Data: 7778a8cb3cf7367aab97872723f118f1ebd9223b9caa93fbe947fb26bf3222582d404034…
	Application Data Protocol: http-over-tls
",,,,,,,,,
134,192.0.66.32,192.168.1.12,6,TLS,1506,269,2023-03-30 05:44:47.934418,1680147887.934417792,443,39528,0x0010,78348,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 4246
	Encrypted Application Data: eccac73e46f7e3789d8fde28573ab3aca395b8672dd53c2689887692cd505b3ef88fcff7…
	Application Data Protocol: http-over-tls
",,,,,,,,,
135,192.0.66.32,192.168.1.12,6,TLS,1506,273,2023-03-30 05:44:47.934701,1680147887.934700841,443,39528,0x0010,82704,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 4246
	Encrypted Application Data: d23eced45f9a4b640ce263db9208071209fb408f626404e73702c759982b9aa436013b36…
	Application Data Protocol: http-over-tls
",,,,,,,,,
136,192.0.66.32,192.168.1.12,6,TLS,1506,278,2023-03-30 05:44:47.935058,1680147887.935058183,443,39528,0x0018,87060,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 4246
	Encrypted Application Data: d337c30a24e588bad027b61041da86ff3ee99cdea88d6999624c70ac4016b3bfeea7a6e2…
	Application Data Protocol: http-over-tls
",,,,,,,,,
137,192.0.66.32,192.168.1.12,6,TLS,2958,281,2023-03-30 05:44:47.935177,1680147887.935177397,443,39528,0x0010,89964,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 4246
	Encrypted Application Data: 79d6f1e784a44e9d233b4e7bb079b5ef2bb6ecc6b10ba7498f57ea130269378e2efcd3f3…
	Application Data Protocol: http-over-tls
",,,,,,,,,
138,192.0.66.32,192.168.1.12,6,TLS,4410,283,2023-03-30 05:44:47.935196,1680147887.935195863,443,39528,0x0010,92868,761,"Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 4246
	Encrypted Application Data: c6885d6ac3efde2fa10943c63ddb27953da0f5170aaf8da6e65d77f3cd1f5f289a655ca0…
	Application Data Protocol: http-over-tls
",,,,,,,,,
